,M2,S2,N2,K2,K1,O1,P1
2022-10-21 17:25:00,4.298125895022067,2.836160034532867,0.17457915498064125,3.6859431963501876,3.4186204538402865,0.9189585532437503,-0.6788487880162606
2022-10-21 17:30:00,4.340281651976205,2.879793265843972,0.2159431509789167,3.729696604794986,3.440497149761431,0.9392374624100415,-0.6570919042760837
2022-10-21 17:35:00,4.382437408934425,2.923426497155077,0.2573071469832744,3.7734500132412094,3.462373845683142,0.9595163715796757,-0.6353350205357797
2022-10-21 17:40:00,4.424593165772696,2.967059728349767,0.29867114286566565,3.817203421572952,3.4842505415474676,0.9797952806865721,-0.61357813685381
2022-10-21 17:45:00,4.466748922731465,3.0106929596608722,0.34003513887057313,3.8609568300225376,3.5061272374705688,1.000074189855019,-0.5918212531135061
2022-10-21 17:50:00,4.508904679686699,3.0543261909719774,0.3813991348699428,3.904710238474058,3.528003933394492,1.0203530990189336,-0.5700643693733292
2022-10-21 17:55:00,4.551060436758877,3.097959422399498,0.4227631309862403,3.948463647043928,3.549880629377444,1.0406320082405904,-0.5483074855750716
2022-10-21 18:00:00,4.593216193598244,3.141592653594188,0.46412712686974533,3.9922170553823957,3.57175732524455,1.0609109173451114,-0.5265506018931023
2022-10-21 18:05:00,4.635371950557855,3.185225884905293,0.5054911228754921,4.035970463838449,3.593634021170302,1.0811898265110542,-0.5047937181526714
2022-10-21 18:10:00,4.677527707514438,3.228859116216398,0.5468551188761976,4.079723872296947,3.615510717097132,1.1014687356727195,-0.48303683441262146
2022-10-21 18:15:00,4.719683464587712,3.2724923476439187,0.588219114993608,4.1234772808735425,3.6373874130828643,1.1217476448919994,-0.4612799506143639
2022-10-21 18:20:00,4.761839221423603,3.3161255788386086,0.6295831108715726,4.167230689218226,3.6592641089524953,1.1420265539898264,-0.4395230669321406
2022-10-21 18:25:00,4.80399497838482,3.359758810149714,0.670947106878943,4.210984097681511,3.681140804881281,1.1623054631536487,-0.4177661831919637
2022-10-21 18:30:00,4.846150735229894,3.4033920413444037,0.712311102770169,4.254737506030063,3.703017500752555,1.1825843722586686,-0.3960092995099944
2022-10-21 18:35:00,4.888306492187339,3.447025272655509,0.7536750987717182,4.2984909144964565,3.7248941966826044,1.2028632814171103,-0.3742524157696905
2022-10-21 18:40:00,4.930462249145313,3.490658503966614,0.7950390947738297,4.342244322964783,3.746770892613474,1.2231421905750866,-0.35249553202951356
2022-10-21 18:45:00,4.972618006107625,3.5342917352777192,0.8364030907822793,4.385997731434793,3.7686475885450403,1.2434210997365323,-0.33073864828933663
2022-10-21 18:50:00,5.014773762953542,3.577924966472409,0.8777670866743481,4.429751139789813,3.790524284418966,1.2637000088390495,-0.30898176460724036
